,TAN_POND,NOX_POND,MICROALGAE_CHL_POND,SEDIMENT_N_POND,DON_POND,P_POND,TSS_POND
29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
41,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
42,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
44,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
46,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
47,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
49,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
51,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
54,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
55,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
56,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
58,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
59,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
60,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
61,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
62,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
63,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
64,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
65,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
66,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
67,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
68,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
69,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
70,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
71,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
72,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
73,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
76,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
77,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
79,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
80,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
81,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
82,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
83,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
84,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
85,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
86,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
87,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
88,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
89,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
90,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
91,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
92,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
93,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
94,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
95,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
96,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
97,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
98,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
99,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
100,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
102,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
103,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
104,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
105,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
107,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
108,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
109,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
110,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
111,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
112,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
113,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
114,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
115,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
117,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
118,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
119,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
120,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
121,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
123,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
126,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
127,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
128,8351370.874514367,618287.3306822564,11881277.794231977,3551428560.9598284,320873975.7766112,165012794.46635404,18605190994.820663
129,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
130,1919497.0366049143,116698.77513985794,5530190.450126534,792262627.7436271,70106359.96421392,47266280.62447891,8298001994.072227
131,2435655.366712393,144967.15953674214,7592468.253123721,986093707.7168268,86786375.82686341,60736629.454014584,11218963314.349007
132,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
134,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
135,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
137,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
139,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
140,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
141,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
142,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
143,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
147,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
149,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
150,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
151,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
152,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
153,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
154,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
155,43260190.35118026,1917401.4804491848,21923091.855013985,6849199389.283862,571147344.8610336,252016041.39957952,24969477256.122475
156,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
157,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
158,28376502.651456233,1721681.0277557666,17343695.892087847,2759731896.004786,226059364.53896397,127166777.75031343,19089385867.006943
159,13899659.0216182,954021.8832633913,9506872.202244159,1170388638.8491647,95425375.50826938,57367909.27699138,10326799196.263054
160,14957262.793658985,1107720.5087327315,9796501.33894416,1159454373.1107042,94299224.4699645,57052150.59073554,10551136682.452433
161,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
162,30424679.48131739,2492704.4413849288,15754475.582144365,2121193171.8311396,171993864.33300653,99490698.72793855,16750868634.761196
163,19037939.275404014,1693700.3049282054,10158013.676797992,1217114626.2826297,98443912.17519355,58098283.599823445,10694290464.883928
164,19031790.316796068,1794749.2264739468,9599425.088119904,1143246637.7438478,92304913.06763859,54181443.12577172,10031181863.829622
165,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
166,28763072.99842899,2947447.6311621,11446622.934793616,1582328581.3733275,127440275.71152629,71142072.71105559,11824942629.334988
167,33329454.052015234,3603676.0921309353,12756005.886361089,1733690445.2377288,139415718.63482082,77371501.56070949,13080660242.529871
168,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
169,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
170,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
171,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
172,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
173,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
174,158686818.56363523,21453047.802241296,28660125.00430685,6460198285.33055,515700226.1835505,236169969.49112135,28061690597.560875
175,26957674.99160931,4073949.8083227617,7322633.385502727,968177921.1845504,76988110.79862005,40309247.6601136,7046627378.113995
176,59102563.481364824,9274059.392952872,15254268.468737422,2034401498.0036316,161565166.6600204,84264640.97602738,14574209182.394455
177,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
178,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
179,238711526.59763548,52768592.298644625,32736451.53210648,5097720940.952837,399673235.524087,176295805.5603803,27961022298.855923
180,160181449.82224944,39541431.70598791,19498096.837473717,2597395996.8465166,201520784.89579248,82727579.97753552,15501814136.066494
181,161690793.27694872,40034342.658759914,19548519.318017825,2597824043.280125,201447456.6498476,82418578.4578172,15482158039.313936
182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
183,197046166.0477861,49226727.05192183,20002914.449111253,3078527528.6044602,238387899.04605776,92386316.75210416,15617055681.076958
184,249948351.72147253,62010293.66809148,26104590.22701164,3990802571.747375,309280064.4266437,121227145.74316965,20538940643.92321
185,168959665.06244308,41639267.24348605,20614053.336737115,2752753281.2171874,213471945.78518155,87768623.26073651,16276879469.571854
186,144333472.89542955,35954457.2288526,17115442.42163013,2275049533.2035947,176157198.5789872,71222744.16156553,13310623574.201155
187,175866077.74099898,43451924.18602047,21059865.861648284,2842872597.870218,220328536.10501304,89939306.82046105,16505853319.440643
188,178629584.7702928,43313652.715071365,23210539.655336615,3050280117.895692,236886576.79401493,100159463.30353731,18499999255.700813
189,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
190,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
191,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
192,508248114.71865404,126780495.17168875,41065809.74976354,7973484165.611614,616873247.2441459,223919747.6009261,31529483649.26985
193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
194,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
195,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
196,521547049.33948714,130141750.92831135,41044055.31059367,8169407276.283012,631660509.1430315,226702571.43825662,31163542077.199688
197,185933575.35644093,46062703.912449546,20817947.53110836,2977526451.100626,230363984.4512589,91406797.88950577,15848976004.6378
198,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
199,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
200,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
201,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
202,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
203,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
204,783436806.524614,195358618.38237092,48729957.09501215,12283871639.08923,948789758.8559722,314422695.80869627,36289257384.63008
205,203800739.4509747,48974205.32187015,25756630.033232443,3557038825.719514,275659147.34164554,114845383.43056007,19706085149.051376
206,162436780.96793848,40030881.07813129,19984643.051226106,2637513686.5929737,203813895.26312017,83260887.89841044,14869444245.555624
207,102340324.39150134,25569206.18804288,11934462.557262603,1592548935.9798434,122841821.96405646,48844579.67884289,8727011875.093647
208,220046465.9758683,54056536.66777517,25623978.408499118,3604486123.8309336,278519248.0535695,112287080.42809163,19032084983.060593
209,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
210,291442980.4253193,72542385.51394075,29976630.168889556,4584795453.650787,353609150.93224305,136313112.0066135,21840824851.201313
211,158117762.34084016,39364430.8865737,18258963.695222262,2484556424.0559263,191562207.3932204,75930886.59759828,13234654863.986443
212,206152697.84453616,48809660.434818,28283240.449699543,3730510263.529096,288949328.0432916,123918694.54755309,21307874499.725147
213,168202039.23216483,41137836.15267931,21160886.70249925,2784943185.1505623,215024272.9741053,88352215.92882018,15484986553.77567
214,186001475.58411625,44497918.583619,25021588.870786633,3272353081.5835857,253107273.69965386,107221832.10750723,18563785073.878647
215,183681549.03593272,43988048.9665192,24657811.561172944,3220917407.8417096,249041555.58702978,105280926.5371539,18210364080.733826
216,178436753.71997702,43046645.77056105,23400237.516761705,3065768375.978432,236833349.48546904,98994479.35258058,17124563073.584887
217,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
218,322172638.971513,78669480.3693329,35943798.330360495,5345493247.422184,412317260.21231407,163797414.76768246,25962365763.79413
219,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
220,277731678.56711006,69296374.44085866,28089777.7823753,4315723909.105552,332012680.58659285,125950760.82559001,19720052506.702347
221,177142416.80911425,43924637.258331135,20243080.8045413,2803615115.0103326,215762121.86561725,84768632.80460045,14225644654.304716
222,178803671.20307884,43480808.4439119,22549326.934526753,2993464854.5729265,230739462.5174829,94416195.86625332,16032139667.273651
223,165371508.504072,40661443.92923315,20246709.599090014,2680264783.1154428,206338458.57584006,83038503.47579889,14212121484.0342
224,66830022.07932525,16711842.864639722,7687932.591624095,1028467366.7830766,79024706.0348569,30798403.751356564,5297790998.0376005
225,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
227,443079255.27144533,110720152.1679229,36302088.76297566,6825295781.07273,524273670.08796823,186042455.53323925,24839874668.97198
228,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
229,334722948.77572376,83117849.98728798,32350206.127982367,5248070089.052471,403135197.3844639,149889093.1472244,22078819829.231884
230,162172764.82017395,40236592.50213682,18823735.87608273,2545975975.9638653,195492613.81964585,76394983.73381694,12772865815.624683
231,159419179.31171927,39601415.54875709,18524633.77600876,2491416217.967929,191216303.5269526,74610903.14353141,12511827031.52687
232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
235,542726939.456504,134829994.78725463,43708302.88237462,8457235607.6570215,648437405.9629109,227765635.6811422,29265971943.30544
236,192726023.62221906,46112737.40968388,24868470.34288022,3328438535.0862293,255711424.25891793,104279048.4135061,16911085494.11828
237,166141706.50161278,40785838.84350349,20091235.44141293,2671400794.8681436,204758276.76981002,80658541.50875661,13391890510.9668
238,178074784.5422733,43126552.68330397,22385608.350467913,2969696885.6582212,227748678.41131043,91288048.58707234,14993327522.990828
239,197408119.23019353,46506817.01297509,26896782.793979805,3530085675.443548,271066648.8627758,112344566.16505966,18207322449.00025
240,170829584.77442572,41656677.38051587,20998763.977546252,2787787346.308619,213499336.46102953,84306984.86140017,13899303305.441458
241,166263705.16499233,40868423.3419235,19838101.174668893,2649094816.390939,202671589.43304443,78766137.82757345,13017723441.372208
242,155501970.88946247,38646321.811299674,17815268.10798962,2395895166.545498,183070975.0933151,69595276.89052682,11563229814.98465
243,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
244,307252140.1291415,76205234.81697461,30723427.068118513,4751315722.121155,362854102.42735946,132882560.70983097,19868591080.64722
245,174247063.86180246,42637411.588906765,20720459.69635146,2794207890.0857677,213447990.966688,82305205.91971062,13432659828.95116
246,166114177.3097156,40864114.11893371,19544036.65493404,2619630790.651009,199948844.2043525,76399819.1106737,12580480212.57545
247,168065809.23162022,41287956.959720664,19792954.990680832,2655899242.1532784,202641171.8714959,77322222.26715213,12702893882.449608
248,161745329.23440436,40010979.36835968,18585710.050439447,2501694968.057351,190706997.3158336,71720078.5764182,11835121716.365765
249,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
250,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
251,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
254,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
255,764862307.9439609,191258510.98221022,43816707.81340931,11363851258.020166,864034445.5518807,258714641.80169764,27177317181.669224
256,120711740.56858724,30215674.859416522,11712195.767421065,1777591308.997822,134991100.4681773,46496525.85646211,7195038624.434293
257,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
258,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
259,446341699.5909542,111572349.20113227,34812834.357984625,6564470896.94134,498048713.1378122,162344737.72188747,21229723449.692932
260,198674133.2486592,48383652.893466115,22019456.763801467,3124769081.292792,237124266.72503757,86202703.93457042,13511763695.184772
261,187538165.44642437,44813833.4844359,23055321.02725427,3083574493.6810308,233998287.65933636,88286174.36490709,14181695757.500015
262,153686098.77857614,38224705.79976347,16739071.583982937,2269976232.1146274,171927066.2615502,61009958.58537431,10098388426.610321
263,174994723.65256697,42904102.79704108,19661821.76657212,2680424735.1625695,203015956.06216753,73186490.19003077,11896028440.150023
264,188972197.94440952,45124031.34059301,22982822.674860176,3083484936.604303,233589838.44812775,87022106.3595852,13985600361.733288
265,147007670.95456666,36674398.47886329,15687287.319620075,2135400561.6057289,161474016.67153957,56267342.10379648,9359417118.227312
266,185730872.13998082,45200111.4321616,20957579.694975782,2873427133.98914,217325400.6503851,77980921.49471182,12586004780.650248
267,142861871.67228684,35686616.655841604,15044175.404674998,2055595756.5117998,155277719.81504846,53470684.34442283,8913996007.024006
268,189803254.19033757,46206506.97277853,21107599.45185718,2914397543.8153014,220178364.35325715,78097534.94556212,12588968997.024149
269,182632793.36388764,43948539.45379554,21289093.38988147,2874333757.6338916,217070418.90192977,78158606.41745469,12694654525.21512
270,189827256.00132874,45207165.367664374,22661938.58493307,3049787892.279278,230225073.87639853,83527836.70675412,13504670992.829187
271,180666423.25556496,43538039.09764289,20808324.340220388,2811910927.7566133,212108362.02267063,75468969.25534074,12316251894.05154
272,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
273,292174009.0497741,72863436.10700507,26316332.313084666,4146629763.7815824,312384206.4045857,101258306.64876811,15334529177.90976
274,173603834.0397112,42810079.05411684,18123808.705751467,2524055255.663458,190046369.16398084,64167965.113419995,10552576402.016087
275,164440657.37057462,40640918.704666816,17240017.058010593,2367550648.54483,178167561.26268587,59905808.198649734,9997693471.707209
276,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
277,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
278,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
279,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
280,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
281,579115397.0480269,145272265.59473467,31910153.9438439,7901389361.56202,593591858.4770097,161477007.56539515,18169177134.07961
282,178228991.50158063,44709597.66281141,12798886.109971251,2413946837.309406,181227962.90338328,52150497.60981876,7250191670.224533
283,254430713.77551275,63086985.19505587,21373967.462562773,3521985936.206651,264239892.49578822,80291467.27865809,12100442040.699251
284,162728270.03672847,40376668.224374354,16017278.479640352,2230823932.973404,167268382.55161062,53282962.2962822,9027204374.236368
285,191618738.18667692,45844645.0163268,20654371.453264333,2834210380.8305774,212362616.04977894,70580259.70010608,11674049879.741982
286,157403639.156395,39119421.85101339,15390936.850890417,2128073584.3546033,159471240.64186025,50344665.616612226,8619971580.489412
287,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
289,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
290,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
291,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
293,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
295,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
296,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
297,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
298,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
299,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
300,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
301,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
302,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
303,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
304,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
305,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
306,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
307,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
308,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
309,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
310,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
311,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
313,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
314,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
315,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
317,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
318,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
319,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
320,1343482437.9760034,342560649.58960575,30367762.166180354,14808705634.447353,1104076016.0184844,173682877.67702326,16395184525.098656
321,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
322,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
323,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
